order_id,customer_id,order_date,status
201,-1.0,2024-11-15 16:52:00,PLACED
202,489.0,2025-01-12 03:31:08,CANCELLED
203,763.0,2025-09-16 07:09:15,CANCELLED
204,632.0,2024-10-23 14:15:10,CANCELLED
205,90.0,2026-02-16 00:24:27,PLACED
206,17.0,2025-10-22 23:23:28,SHIPPED
207,215.0,2025-04-18 22:12:27,SHIPPED
208,447.0,2024-11-10 09:43:12,RETURNED
209,309.0,2026-04-21 17:15:21,SHIPPED
210,23.0,2024-09-15 03:14:55,SHIPPED
211,456.0,2024-07-23 10:42:22,CANCELLED
212,-1.0,2026-05-25 16:38:49,SHIPPED
213,584.0,2025-12-16 10:18:24,CANCELLED
214,9.0,2025-09-24 21:03:25,CANCELLED
215,508.0,2025-02-10 10:18:13,RETURNED
216,298.0,2025-12-06 18:13:46,CANCELLED
217,606.0,2026-02-16 21:14:33,CANCELLED
218,63.0,2025-06-30 21:16:50,CANCELLED
219,567.0,2024-10-18 20:40:32,CANCELLED
220,120.0,2024-10-30 16:36:22,DELIVERED
221,447.0,2025-02-01 02:13:10,DELIVERED
222,481.0,2025-06-12 04:35:26,SHIPPED
223,602.0,2025-01-08 22:32:26,DELIVERED
224,733.0,2024-11-22 16:10:00,SHIPPED
225,741.0,2025-12-05 10:08:51,CANCELLED
226,690.0,2025-09-26 17:36:45,DELIVERED
227,166.0,2025-12-24 01:38:34,DELIVERED
228,89.0,2025-10-08 06:13:20,SHIPPED
229,161.0,2024-09-20 11:12:14,PLACED
230,506.0,2026-03-13 21:34:20,SHIPPED
231,19.0,2025-02-23 04:32:54,DELIVERED
232,163.0,2025-05-20 02:00:41,RETURNED
233,-1.0,2025-08-29 13:34:10,CANCELLED
234,233.0,2024-12-05 08:24:26,SHIPPED
235,349.0,2026-07-08 20:43:04,PLACED
236,571.0,2026-07-01 16:41:52,SHIPPED
237,528.0,2025-10-13 06:41:00,PLACED
238,449.0,2026-04-09 09:02:43,PLACED
239,626.0,2026-07-08 23:50:56,PLACED
240,43.0,2025-07-23 22:01:10,SHIPPED
241,211.0,2025-06-22 06:28:14,SHIPPED
242,726.0,2025-10-18 18:55:44,RETURNED
243,102.0,2024-12-17 04:31:13,DELIVERED
244,142.0,2024-08-25 22:26:21,SHIPPED
245,426.0,2024-10-08 11:29:41,PLACED
246,486.0,2024-11-04 04:04:00,RETURNED
247,273.0,2026-03-26 12:50:03,CANCELLED
248,681.0,2026-05-14 23:45:54,RETURNED
249,234.0,2025-07-16 14:14:59,CANCELLED
250,420.0,2024-11-11 20:53:13,RETURNED
251,371.0,2026-05-23 03:55:10,CANCELLED
252,11.0,2024-08-26 15:14:41,RETURNED
253,87.0,2025-04-10 04:55:00,CANCELLED
254,169.0,2024-12-18 06:29:07,CANCELLED
255,677.0,2025-01-17 19:09:47,SHIPPED
256,60.0,2025-10-11 17:50:21,RETURNED
257,430.0,2026-04-29 08:30:24,RETURNED
258,739.0,2025-06-14 04:25:31,DELIVERED
259,-1.0,2024-10-02 10:43:09,RETURNED
260,151.0,2024-08-25 11:42:07,CANCELLED
261,558.0,2025-08-14 16:48:26,RETURNED
262,715.0,2024-11-10 14:50:18,CANCELLED
263,309.0,2024-08-08 09:36:58,RETURNED
264,743.0,2025-07-29 07:06:12,SHIPPED
265,554.0,2024-09-07 22:19:59,PLACED
266,320.0,2025-01-06 01:13:20,SHIPPED
267,-1.0,2025-06-08 02:26:41,RETURNED
268,248.0,2025-09-14 16:09:49,DELIVERED
269,518.0,2025-05-20 06:55:38,PLACED
270,266.0,2026-01-14 21:37:29,DELIVERED
271,775.0,2026-05-05 09:53:54,PLACED
272,587.0,2025-01-02 05:25:00,CANCELLED
273,242.0,2024-10-06 14:51:18,RETURNED
274,643.0,2024-12-31 13:25:27,RETURNED
275,307.0,2025-01-07 09:06:14,RETURNED
276,732.0,2025-05-15 13:29:02,SHIPPED
277,529.0,2024-12-11 05:35:17,DELIVERED
278,151.0,2026-04-30 07:02:40,CANCELLED
279,64.0,2024-09-09 21:08:46,SHIPPED
280,457.0,2025-09-18 13:36:54,RETURNED
281,573.0,2024-08-26 20:42:36,CANCELLED
282,599.0,2025-06-01 13:26:08,CANCELLED
283,706.0,2024-12-23 01:45:44,CANCELLED
284,427.0,2025-10-06 08:21:18,SHIPPED
285,497.0,2024-11-25 05:44:04,SHIPPED
286,526.0,2025-04-16 23:49:11,PLACED
287,467.0,2025-06-17 12:56:23,SHIPPED
288,379.0,2024-12-06 23:53:22,PLACED
289,419.0,2025-04-06 02:41:22,DELIVERED
290,42.0,2025-01-31 04:12:49,PLACED
291,384.0,2025-03-20 12:44:39,CANCELLED
292,-1.0,2024-08-10 14:43:32,RETURNED
293,313.0,2025-09-06 13:38:06,SHIPPED
294,758.0,2025-02-08 03:28:33,PLACED
295,70.0,2024-10-07 07:58:22,CANCELLED
296,318.0,2025-06-23 05:34:56,DELIVERED
297,487.0,2025-05-19 16:09:28,RETURNED
298,142.0,2026-01-24 13:58:01,CANCELLED
299,684.0,2024-12-25 18:25:32,DELIVERED
300,640.0,2025-02-18 18:41:18,CANCELLED
301,405.0,2024-11-09 16:47:33,PLACED
302,454.0,2026-02-18 13:59:52,PLACED
303,725.0,2026-06-14 03:23:31,DELIVERED
304,127.0,2026-05-10 16:13:09,PLACED
305,634.0,2025-09-13 11:24:22,PLACED
306,535.0,2025-08-25 22:42:18,CANCELLED
307,20.0,2025-01-01 23:05:20,RETURNED
308,20.0,2025-05-14 21:43:03,SHIPPED
309,723.0,2025-08-03 07:27:30,RETURNED
310,547.0,2026-04-08 23:43:06,CANCELLED
311,504.0,2024-12-23 06:37:35,PLACED
312,185.0,2025-06-29 01:02:25,RETURNED
313,264.0,2025-06-21 04:59:45,PLACED
314,293.0,2024-07-28 18:19:59,DELIVERED
315,158.0,2025-05-26 21:29:02,CANCELLED
316,61.0,2026-04-16 14:02:10,DELIVERED
317,731.0,2025-01-15 04:55:13,CANCELLED
318,146.0,2025-05-31 09:05:55,DELIVERED
319,124.0,2024-12-27 15:11:04,SHIPPED
320,601.0,2026-05-26 16:11:13,RETURNED
321,395.0,2026-06-09 09:18:02,DELIVERED
322,476.0,2026-05-16 15:34:03,PLACED
323,418.0,2026-05-05 07:46:40,PLACED
324,601.0,2025-05-19 08:14:03,SHIPPED
325,668.0,2024-08-19 11:22:33,DELIVERED
326,457.0,2026-07-12 06:35:23,RETURNED
327,146.0,2026-01-04 23:00:47,SHIPPED
328,551.0,2025-07-21 11:44:14,RETURNED
329,2.0,2025-05-25 03:11:07,RETURNED
330,172.0,2025-05-02 05:05:25,CANCELLED
331,257.0,2026-03-01 15:37:11,CANCELLED
332,648.0,2025-12-09 01:27:12,RETURNED
333,166.0,2024-09-27 18:08:00,RETURNED
334,92.0,2025-07-14 23:09:29,PLACED
335,743.0,2024-09-16 20:46:45,DELIVERED
336,216.0,2026-01-19 06:40:21,DELIVERED
337,351.0,2025-12-06 12:12:15,CANCELLED
338,679.0,2025-05-11 04:41:29,DELIVERED
339,614.0,2024-12-24 10:02:37,SHIPPED
340,3.0,2025-04-05 23:27:17,PLACED
341,689.0,2025-01-08 19:11:08,RETURNED
342,721.0,2026-07-17 21:11:58,CANCELLED
343,665.0,2024-07-29 19:20:18,RETURNED
344,-1.0,2025-11-18 21:16:11,CANCELLED
345,362.0,2024-11-13 08:42:29,CANCELLED
346,367.0,2025-06-18 15:59:05,PLACED
347,380.0,2025-09-07 19:42:03,CANCELLED
348,-1.0,2025-09-17 12:30:27,DELIVERED
349,727.0,2026-07-01 10:11:56,PLACED
350,641.0,2025-06-21 22:29:15,SHIPPED
351,506.0,2024-10-27 10:20:47,PLACED
352,721.0,2025-12-13 19:04:55,SHIPPED
353,-1.0,2024-11-30 06:26:18,CANCELLED
354,285.0,2026-04-15 19:41:11,CANCELLED
355,199.0,2025-10-19 01:00:26,RETURNED
356,618.0,2025-12-14 08:31:54,PLACED
357,764.0,2024-07-19 03:57:55,DELIVERED
358,234.0,2025-10-19 09:40:09,DELIVERED
359,695.0,2025-04-25 07:34:37,RETURNED
360,698.0,2025-12-04 17:58:02,CANCELLED
361,-1.0,2025-08-09 23:53:56,PLACED
362,331.0,2025-02-19 19:43:54,CANCELLED
363,697.0,2026-01-19 03:19:47,CANCELLED
364,778.0,2025-12-10 02:01:24,SHIPPED
365,-1.0,2025-10-08 14:08:10,RETURNED
366,6.0,2025-09-11 08:42:13,DELIVERED
367,586.0,2024-12-16 11:39:01,SHIPPED
368,434.0,2025-11-30 07:16:47,SHIPPED
369,338.0,2025-10-14 09:34:53,PLACED
370,-1.0,2025-03-20 09:17:47,PLACED
371,642.0,2026-05-30 03:42:00,DELIVERED
372,485.0,2025-07-29 04:10:17,DELIVERED
373,342.0,2026-05-13 21:48:50,SHIPPED
374,795.0,2025-04-10 01:21:56,CANCELLED
375,641.0,2024-08-24 20:01:44,PLACED
376,63.0,2025-04-23 21:50:30,CANCELLED
377,711.0,2025-06-23 02:24:06,SHIPPED
378,453.0,2024-08-17 00:38:52,RETURNED
379,68.0,2025-04-11 20:11:09,PLACED
380,302.0,2025-11-03 15:30:37,CANCELLED
381,771.0,2025-12-15 01:33:54,RETURNED
382,639.0,2025-08-31 19:00:08,CANCELLED
383,439.0,2026-02-03 06:00:47,RETURNED
384,667.0,2024-10-27 06:31:22,PLACED
385,337.0,2025-03-19 19:53:05,PLACED
386,610.0,2025-08-16 08:39:35,RETURNED
387,199.0,2025-11-04 06:41:17,SHIPPED
388,263.0,2026-01-07 19:27:07,CANCELLED
389,456.0,2026-01-18 16:37:13,SHIPPED
390,62.0,2026-04-15 12:18:57,RETURNED
391,668.0,2025-12-13 13:58:31,DELIVERED
392,555.0,2026-01-19 08:20:05,SHIPPED
393,618.0,2026-01-24 23:32:42,DELIVERED
394,531.0,2025-03-09 06:16:35,SHIPPED
395,520.0,2026-05-05 02:11:22,RETURNED
396,433.0,2025-07-21 00:20:07,SHIPPED
397,207.0,2025-05-23 02:38:56,DELIVERED
398,488.0,2024-08-26 22:49:30,CANCELLED
399,340.0,2025-04-16 12:03:02,RETURNED
400,631.0,2025-06-13 15:30:17,DELIVERED
401,466.0,2025-07-19 11:14:27,PLACED
402,4.0,2026-03-16 03:30:11,SHIPPED
403,219.0,2025-06-26 14:44:43,DELIVERED
404,385.0,2025-08-10 17:09:09,SHIPPED
405,7.0,2026-03-13 02:12:26,PLACED
406,569.0,2026-05-06 04:48:19,DELIVERED
407,647.0,2025-06-13 07:55:35,DELIVERED
408,-1.0,2025-04-13 02:12:53,SHIPPED
409,225.0,2025-11-22 00:08:40,SHIPPED
410,568.0,2025-12-06 13:18:46,SHIPPED
411,-1.0,2026-07-02 15:21:56,PLACED
412,-1.0,2026-04-24 06:40:32,CANCELLED
413,114.0,2024-12-02 18:10:59,SHIPPED
414,246.0,2026-04-24 21:33:13,DELIVERED
415,540.0,2024-09-19 22:42:49,RETURNED
416,729.0,2025-04-29 13:19:00,SHIPPED
417,134.0,2024-11-25 18:54:05,SHIPPED
418,712.0,2026-06-18 03:45:06,RETURNED
419,652.0,2024-09-12 09:03:42,PLACED
420,602.0,2024-11-15 12:39:39,RETURNED
421,153.0,2024-10-08 00:01:11,PLACED
422,287.0,2024-11-03 05:55:04,RETURNED
423,501.0,2024-11-05 02:31:06,PLACED
424,680.0,2024-12-14 08:58:46,SHIPPED
425,770.0,2026-06-13 15:54:08,RETURNED
426,532.0,2024-08-03 17:51:12,DELIVERED
427,539.0,2025-05-18 10:34:45,CANCELLED
428,596.0,2025-11-28 15:37:37,RETURNED
429,213.0,2026-05-29 18:33:08,SHIPPED
430,241.0,2025-06-29 08:19:55,DELIVERED
431,387.0,2025-05-21 01:34:32,DELIVERED
432,87.0,2026-01-08 01:13:22,PLACED
433,532.0,2024-08-02 20:40:33,RETURNED
434,-1.0,2024-12-03 06:34:45,DELIVERED
435,479.0,2024-08-03 06:23:38,DELIVERED
436,325.0,2026-02-24 00:08:47,PLACED
437,240.0,2026-03-20 01:57:27,PLACED
438,85.0,2025-08-01 17:47:43,RETURNED
439,660.0,2025-03-20 12:29:57,DELIVERED
440,101.0,2025-09-13 21:37:47,DELIVERED
441,-1.0,2025-11-09 04:32:13,SHIPPED
442,257.0,2026-02-12 22:17:08,DELIVERED
443,619.0,2025-07-08 06:58:43,RETURNED
444,9.0,2025-11-16 13:30:53,DELIVERED
445,414.0,2025-08-09 10:40:42,RETURNED
446,13.0,2025-08-22 19:32:55,RETURNED
447,153.0,2025-06-17 17:37:08,SHIPPED
448,768.0,2025-09-05 12:50:32,SHIPPED
449,566.0,2026-05-05 08:18:21,CANCELLED
450,88.0,2025-02-27 01:22:54,SHIPPED
451,715.0,2026-02-14 17:07:16,CANCELLED
452,572.0,2024-12-30 19:53:26,SHIPPED
453,132.0,2025-04-15 20:04:17,PLACED
454,675.0,2025-02-13 15:42:03,DELIVERED
455,436.0,2026-03-27 19:11:56,CANCELLED
456,708.0,2024-11-03 12:39:18,DELIVERED
457,582.0,2025-02-10 21:42:28,SHIPPED
458,339.0,2026-06-16 15:56:27,RETURNED
459,588.0,2025-10-13 01:35:12,CANCELLED
460,401.0,2024-11-12 14:56:58,CANCELLED
461,112.0,2025-08-13 04:58:25,CANCELLED
462,312.0,2024-11-28 07:42:46,PLACED
463,182.0,2024-11-23 06:22:28,RETURNED
464,192.0,2025-12-17 10:19:24,CANCELLED
465,239.0,2026-05-10 01:01:12,RETURNED
466,59.0,2026-02-18 12:06:08,PLACED
467,421.0,2024-11-12 23:05:55,PLACED
468,429.0,2024-10-11 13:47:49,PLACED
469,212.0,2026-07-14 02:24:37,SHIPPED
470,727.0,2025-09-10 20:21:29,SHIPPED
471,318.0,2025-06-05 05:30:23,RETURNED
472,470.0,2025-04-14 04:58:23,PLACED
473,457.0,2024-12-15 00:44:38,CANCELLED
474,253.0,2025-12-16 17:11:56,RETURNED
475,472.0,2025-11-16 08:13:09,PLACED
476,295.0,2026-07-02 14:16:50,CANCELLED
477,729.0,2024-11-03 05:44:44,CANCELLED
478,180.0,2025-06-10 17:42:08,SHIPPED
479,751.0,2026-06-30 17:27:16,CANCELLED
480,188.0,2025-08-11 23:37:50,PLACED
481,45.0,2024-10-14 21:57:48,SHIPPED
482,644.0,2024-08-05 09:02:07,PLACED
483,740.0,2026-05-29 07:06:42,CANCELLED
484,781.0,2026-01-30 13:21:00,DELIVERED
485,108.0,2026-06-10 12:14:28,DELIVERED
486,169.0,2026-05-26 22:00:02,RETURNED
487,-1.0,2024-11-09 03:54:34,CANCELLED
488,764.0,2026-06-26 20:15:56,SHIPPED
489,11.0,2025-08-21 02:49:15,SHIPPED
490,767.0,2025-07-23 19:42:36,CANCELLED
491,562.0,2025-11-02 23:13:44,CANCELLED
492,286.0,2025-02-19 01:37:11,SHIPPED
493,622.0,2026-05-03 15:54:18,DELIVERED
494,760.0,2026-06-26 10:43:04,PLACED
495,12.0,2026-01-20 01:39:31,SHIPPED
496,183.0,2026-07-14 07:32:30,PLACED
497,546.0,2025-11-17 07:36:51,PLACED
498,536.0,2026-02-22 05:50:39,PLACED
499,316.0,2026-01-01 08:32:18,RETURNED
500,-1.0,2026-05-22 21:14:27,SHIPPED
501,384.0,2025-03-22 13:42:41,SHIPPED
502,432.0,2024-10-08 05:07:19,PLACED
503,197.0,2025-07-03 01:19:39,PLACED
504,99.0,2024-08-16 10:44:16,SHIPPED
505,46.0,2025-11-25 10:34:31,PLACED
506,331.0,2024-10-11 13:04:27,SHIPPED
507,555.0,2024-08-05 06:45:47,CANCELLED
508,219.0,2025-10-12 06:09:27,DELIVERED
509,412.0,2024-12-26 03:23:18,PLACED
510,470.0,2025-04-05 05:42:38,DELIVERED
511,378.0,2025-03-13 13:45:32,SHIPPED
512,786.0,2025-10-05 09:52:25,PLACED
513,583.0,2024-12-07 17:19:49,PLACED
514,647.0,2025-08-06 17:14:38,SHIPPED
515,651.0,2026-02-08 21:08:36,DELIVERED
516,683.0,2026-01-29 12:24:07,DELIVERED
517,-1.0,2024-12-08 03:15:06,CANCELLED
518,656.0,2024-09-17 05:30:37,RETURNED
519,14.0,2026-03-30 16:13:57,RETURNED
520,128.0,2025-11-24 18:00:32,CANCELLED
521,635.0,2026-06-17 16:39:27,SHIPPED
522,304.0,2026-07-01 00:00:30,CANCELLED
523,39.0,2025-05-02 06:54:14,RETURNED
524,455.0,2025-07-11 10:39:42,DELIVERED
525,326.0,2025-10-01 18:34:42,PLACED
526,425.0,2025-07-26 20:24:36,DELIVERED
527,235.0,2024-08-28 02:39:30,DELIVERED
528,211.0,2025-11-17 05:29:12,SHIPPED
529,713.0,2025-05-04 13:51:16,RETURNED
530,534.0,2025-12-23 03:59:30,CANCELLED
531,67.0,2025-05-26 13:14:46,PLACED
532,54.0,2025-04-26 05:11:58,SHIPPED
533,129.0,2024-07-27 01:46:54,RETURNED
534,210.0,2025-03-27 03:02:03,PLACED
535,479.0,2025-02-28 05:15:46,SHIPPED
536,181.0,2025-06-08 15:41:01,DELIVERED
537,460.0,2025-08-31 23:49:12,SHIPPED
538,493.0,2024-12-22 17:31:21,DELIVERED
539,172.0,2026-04-27 16:37:39,CANCELLED
540,753.0,2026-01-10 20:09:57,SHIPPED
541,494.0,2025-05-17 18:19:46,CANCELLED
542,86.0,2025-06-06 09:49:57,DELIVERED
543,157.0,2024-11-14 19:33:08,SHIPPED
544,475.0,2025-12-31 23:01:00,DELIVERED
545,621.0,2026-05-04 22:31:04,DELIVERED
546,481.0,2026-01-01 09:37:14,SHIPPED
547,-1.0,2025-05-16 17:30:19,DELIVERED
548,426.0,2026-03-20 11:50:44,DELIVERED
