order_item_id,order_id,product_id,quantity,discount_percent
105,37,57,5,37.94
106,38,566,4,76.57
107,39,441,5,43.8
108,39,438,5,36.77
109,40,352,1,9.2
110,40,448,1,74.75
111,41,582,1,43.86
112,41,47,3,34.97
113,41,16,2,12.97
114,41,256,4,12.24
115,41,59,1,93.84
116,42,507,2,30.27
117,42,366,3,29.27
118,43,540,3,50.34
119,43,274,1,41.08
120,44,498,5,74.19
121,44,287,2,72.49
122,44,81,2,23.51
123,44,209,4,45.38
124,44,141,-1,83.63
125,45,285,3,8.45
126,45,603,3,38.39
127,45,394,1,38.47
128,46,230,2,65.99
129,47,54,3,91.01
130,47,677,3,90.74
131,47,313,5,2.73
132,47,33,5,42.75
133,47,555,1,55.33
134,48,548,5,76.9
135,48,475,3,38.13
136,48,435,2,1.52
137,49,88,3,39.46
138,49,256,5,26.87
139,49,556,3,81.03
140,50,13,3,84.76
141,50,128,4,43.99
142,50,315,4,35.87
143,50,583,5,5.86
144,50,677,1,61.03
145,51,66,3,27.61
146,51,452,4,63.03
147,51,185,2,65.6
148,52,118,1,50.67
149,52,671,4,4.2
150,53,63,-3,84.49
151,53,266,3,4.47
152,54,359,1,11.32
153,54,112,1,32.58
154,55,698,4,14.31
155,55,426,3,36.03
156,55,74,4,37.47
157,56,637,3,93.03
158,56,32,-5,60.9
159,56,165,3,78.09
160,57,596,1,15.01
161,57,353,1,95.86
162,57,221,2,99.78
163,57,388,5,53.9
164,57,597,1,52.78
165,58,622,4,52.03
166,59,276,3,32.87
167,59,200,3,31.48
168,59,590,1,44.5
169,60,371,5,36.23
170,60,82,4,44.9
171,60,361,4,82.78
172,60,574,2,24.49
173,61,691,5,28.69
174,61,599,3,40.85
175,61,682,5,57.6
176,61,142,2,87.64
177,62,171,1,76.55
178,63,104,1,98.99
179,63,130,2,52.93
180,63,35,4,35.44
181,63,442,4,24.14
182,64,122,5,99.41
183,64,345,1,92.07
184,64,606,4,63.08
185,65,297,5,93.66
186,65,489,1,0.78
187,65,138,5,64.94
188,65,188,4,17.67
189,66,287,3,51.77
190,66,100,5,84.41
191,66,238,4,38.41
192,66,305,2,4.19
193,66,506,2,27.83
194,67,322,1,48.66
195,67,102,2,28.85
196,67,356,3,75.35
197,67,292,2,14.1
198,67,170,2,50.87
199,68,29,1,53.98
200,68,613,-2,83.25
201,69,379,2,94.79
202,70,456,3,71.63
203,70,534,1,43.23
204,70,130,3,13.68
205,70,465,3,11.65
206,71,81,3,33.53
207,71,228,4,51.28
208,71,77,1,31.48
209,72,444,1,79.42
210,73,195,1,62.73
211,73,572,2,37.62
212,73,677,2,26.53
213,74,497,4,19.86
214,74,192,1,85.72
215,75,4,1,61.12
216,75,445,2,68.8
217,76,390,3,65.69
218,76,647,2,84.07
219,76,598,3,49.02
220,76,241,4,54.34
221,76,654,3,11.24
222,77,430,2,11.58
223,77,458,4,66.06
224,77,334,3,70.48
225,78,501,1,50.75
226,78,616,4,77.18
227,78,422,3,41.12
228,78,241,4,26.07
229,79,275,4,33.98
230,80,316,4,57.25
231,81,549,1,61.33
232,81,212,3,53.98
233,82,389,1,33.33
234,83,567,1,36.21
235,83,65,2,83.81
236,83,671,4,22.93
237,84,383,4,73.33
238,84,340,1,2.0
239,85,105,2,2.42
240,85,514,2,74.99
241,85,408,4,13.12
242,85,497,3,7.65
243,85,44,5,76.24
244,86,21,2,58.82
245,86,16,4,60.57
246,86,555,3,42.52
247,86,620,1,45.89
248,87,271,5,29.12
249,88,228,4,48.33
250,89,519,4,76.27
251,89,251,1,57.79
252,89,392,1,23.21
253,89,18,3,10.89
254,89,509,3,80.97
255,90,98,5,86.48
256,91,608,4,47.35
257,91,256,5,5.89
258,91,86,4,31.15
259,91,145,3,3.65
260,92,614,5,54.56
261,92,417,3,23.57
262,92,6,4,51.44
263,92,275,1,42.57
264,92,215,1,75.69
265,93,533,2,86.97
266,93,125,1,42.42
267,94,642,4,87.42
268,94,538,4,29.68
269,95,302,3,37.16
270,95,693,2,52.33
271,95,278,2,95.2
272,95,536,3,25.12
273,96,216,5,47.39
274,96,339,3,15.03
275,96,139,1,0.56
276,96,169,2,9.38
277,97,339,4,6.68
278,97,97,5,34.5
279,97,63,1,27.46
280,97,640,4,30.58
281,98,413,2,15.24
282,98,261,2,26.29
283,98,575,1,52.23
284,98,555,4,77.2
285,98,657,5,96.67
286,99,685,2,9.13
287,99,485,5,16.48
288,99,215,1,89.6
289,99,173,1,80.72
290,99,3,4,32.71
291,100,121,4,35.5
292,100,247,5,7.82
293,100,574,5,95.54
294,100,403,3,83.99
295,100,387,5,69.51
296,101,124,3,86.61
297,101,572,4,34.6
298,101,446,4,55.98
299,102,392,2,99.54
300,102,384,2,52.6
301,103,601,3,91.1
302,104,515,3,27.5
303,104,14,4,99.57
304,104,622,3,5.72
305,105,32,4,74.99
306,105,483,5,3.82
307,105,623,1,71.33
308,105,648,2,13.16
309,105,466,4,11.94
310,106,653,5,85.26
311,106,64,5,33.27
312,106,322,3,16.92
313,106,100,5,36.63
314,107,681,4,66.77
315,108,67,2,50.15
316,109,86,1,19.87
317,109,177,5,63.53
318,109,455,1,56.06
319,110,350,4,69.63
320,111,475,1,59.11
321,111,91,1,78.87
322,111,120,2,46.03
323,111,93,2,68.09
324,111,187,2,73.81
325,112,55,2,56.5
326,112,389,4,18.82
327,112,294,2,29.49
328,113,271,5,77.24
329,113,95,5,63.1
330,113,502,2,83.47
331,113,364,4,56.87
332,114,356,2,96.85
333,114,662,5,79.43
334,114,699,1,21.07
335,114,296,2,3.14
336,115,530,2,46.72
337,116,382,5,32.24
338,116,578,1,86.93
339,116,387,1,47.55
340,117,664,3,46.68
341,117,103,2,43.9
342,117,192,5,57.6
343,118,409,3,48.26
344,118,485,4,97.08
345,118,250,2,90.09
346,118,259,5,42.59
347,119,592,1,16.64
348,119,411,3,96.52
349,119,608,5,97.24
350,120,134,3,5.38
351,120,680,1,76.58
352,121,470,-4,14.75
353,121,406,2,8.04
354,121,170,2,43.65
355,122,158,-3,15.93
356,122,569,1,68.68
357,123,484,4,70.62
358,123,685,1,31.84
359,124,410,3,73.04
360,124,335,4,53.41
361,125,501,1,60.85
362,125,686,2,33.99
363,125,601,1,75.17
364,126,662,2,18.8
365,127,310,1,65.4
366,127,446,4,31.11
367,128,36,2,51.73
368,128,268,1,8.26
369,128,432,1,40.45
370,128,184,1,12.87
371,129,394,4,5.45
372,129,466,4,63.41
373,129,12,5,90.82
374,129,498,5,47.35
375,129,670,3,97.18
376,130,184,4,38.35
377,131,154,1,93.42
378,132,265,4,28.17
379,132,203,1,46.03
380,132,528,1,68.64
381,132,630,3,67.5
382,132,466,1,17.87
383,133,428,3,3.56
384,133,18,1,3.66
385,133,458,4,8.4
386,134,130,2,43.11
387,135,354,2,90.36
388,135,470,5,4.06
389,135,633,3,14.68
390,136,392,5,7.88
391,137,433,2,25.69
392,137,411,1,43.34
393,137,23,1,57.09
394,138,631,2,4.88
395,138,527,5,76.07
396,138,553,4,68.89
397,139,284,1,90.97
398,139,514,3,40.72
399,140,425,2,46.24
400,141,100,1,22.11
401,141,227,5,71.2
402,141,231,4,63.48
403,142,555,-5,34.06
404,142,399,3,15.18
405,142,488,4,69.77
406,143,262,5,63.14
407,143,413,5,8.31
408,143,34,5,29.18
409,143,677,3,46.74
410,144,640,2,56.49
411,144,599,4,2.34
412,145,570,4,13.17
413,145,503,5,12.35
414,145,241,4,99.21
415,146,297,4,21.78
416,146,183,5,77.05
417,146,163,1,68.68
418,146,411,3,53.25
419,146,564,2,49.48
420,147,294,4,53.27
421,147,461,3,65.62
422,147,161,1,65.31
423,147,182,4,63.64
424,148,230,1,73.21
425,148,142,1,24.99
426,148,625,5,68.44
427,148,635,-3,60.13
428,148,516,4,86.34
429,149,469,2,93.71
430,149,378,2,29.3
431,150,212,5,24.5
432,151,455,1,83.79
433,151,248,2,72.2
434,151,182,-1,3.23
435,151,473,4,99.55
436,151,513,4,41.71
437,152,551,5,43.85
438,152,124,1,39.84
439,152,622,1,71.66
440,153,645,1,26.25
441,153,666,5,11.18
442,153,451,2,65.65
443,153,439,2,79.56
444,153,128,2,33.0
445,154,470,4,75.7
446,155,303,4,56.82
447,155,456,5,14.0
448,155,339,5,22.1
449,156,578,3,15.83
450,156,372,3,43.99
451,156,299,3,80.52
452,157,151,3,25.73
453,157,623,-2,21.17
454,158,152,3,50.86
455,158,599,5,61.85
456,158,13,2,64.39
457,159,514,4,87.08
458,159,322,4,89.71
459,159,536,1,6.48
460,159,384,2,22.43
461,159,388,3,72.88
462,160,666,2,45.93
463,161,537,2,36.36
464,162,409,1,50.74
465,163,567,1,5.6
466,163,548,5,24.47
467,163,551,2,65.08
468,164,234,2,60.91
469,164,468,5,74.31
470,165,136,5,20.77
471,166,600,4,53.69
472,166,596,1,63.39
473,167,490,4,19.74
474,167,120,5,59.83
475,168,583,4,11.15
476,168,10,4,19.48
477,168,596,5,99.22
478,169,417,4,32.86
479,169,616,4,95.14
480,169,278,3,53.22
481,170,282,5,44.0
482,170,695,2,31.92
483,170,575,5,16.31
484,171,443,3,86.2
485,172,654,2,76.29
486,172,552,2,30.54
487,172,188,5,68.47
488,173,216,2,39.62
489,173,585,2,61.01
490,173,689,2,51.65
491,173,159,4,78.87
492,173,332,3,26.29
493,174,380,3,82.92
494,174,149,3,42.53
495,174,314,4,0.57
496,175,57,2,76.7
497,175,419,1,20.22
498,175,363,3,37.35
499,175,662,3,38.24
500,176,574,4,10.68
501,176,205,2,72.28
502,176,221,5,97.11
503,176,633,1,39.01
504,176,516,4,98.69
505,177,385,3,36.94
506,177,61,3,13.43
507,177,104,1,77.52
508,177,58,4,87.4
509,177,655,5,20.0
510,178,449,2,54.66
511,179,571,1,76.99
512,179,544,3,36.12
513,179,299,4,21.48
514,180,480,3,67.77
515,180,234,3,74.77
516,180,472,1,64.22
517,181,406,1,51.23
518,181,499,1,99.57
519,181,50,5,32.71
520,181,542,5,57.48
521,182,78,5,55.83
522,183,545,2,84.63
523,184,588,4,99.29
524,185,442,3,88.94
525,186,667,1,57.52
526,186,339,4,69.26
527,187,22,1,38.99
528,187,412,1,42.71
529,187,589,3,58.44
530,187,301,3,65.36
531,188,589,5,77.3
532,188,364,2,10.09
533,189,617,1,31.53
534,189,41,2,20.17
535,189,131,2,27.11
536,189,554,2,2.73
537,189,357,4,94.8
538,190,455,2,44.68
539,191,204,1,17.51
540,191,211,5,12.17
541,191,390,2,48.91
542,191,605,5,99.54
543,192,196,3,50.87
544,192,216,-4,38.0
545,192,93,4,85.75
546,192,520,3,31.0
547,193,445,3,70.12
548,194,483,3,84.74
549,194,17,2,12.79
550,194,282,2,46.98
551,194,663,1,80.24
552,195,381,2,17.46
553,195,633,5,74.2
554,195,425,2,92.5
555,196,31,2,62.53
556,196,510,3,2.85
557,197,340,1,3.42
558,198,418,5,59.85
559,198,48,5,10.01
560,199,229,1,47.57
561,199,95,4,53.67
562,199,430,2,80.94
563,200,319,4,90.29
564,201,331,5,61.36
565,201,673,1,74.87
566,202,201,2,8.22
567,202,129,1,28.23
568,202,225,5,22.62
569,202,528,2,30.11
570,202,133,4,51.99
571,203,274,2,93.46
572,203,135,1,79.98
573,203,336,1,97.95
574,203,433,1,3.41
575,203,384,2,32.25
576,204,493,5,99.27
577,204,496,4,54.59
578,204,353,1,65.55
579,204,193,5,33.73
580,204,644,2,80.7
581,205,563,3,26.29
582,205,468,3,2.54
583,205,680,5,22.71
584,205,99,4,12.03
585,206,130,4,98.43
586,206,356,1,97.17
587,206,315,2,94.12
588,207,200,2,35.39
589,207,146,5,56.29
590,207,697,5,80.03
591,207,228,3,69.37
592,207,18,5,15.87
593,208,651,5,93.06
594,208,650,2,95.51
595,209,208,3,52.17
596,209,286,4,46.8
597,209,51,2,30.0
598,209,411,1,55.58
599,210,214,1,41.04
600,210,628,2,16.03
601,210,609,2,15.94
602,211,401,3,96.34
603,211,606,3,40.14
604,211,199,5,15.18
605,211,255,4,27.55
606,212,12,5,10.26
607,212,653,5,66.04
608,212,121,3,54.13
609,213,466,1,89.11
610,213,158,1,42.59
611,213,73,2,69.14
612,213,350,4,22.46
613,213,279,1,73.18
614,214,372,4,10.52
615,214,248,3,73.24
616,214,681,3,32.88
617,214,507,3,8.31
618,214,443,1,48.55
619,215,507,3,78.09
620,215,227,4,83.74
621,215,606,4,87.04
622,215,445,4,10.78
623,215,682,1,11.75
624,216,370,5,39.37
625,216,595,1,78.81
626,217,588,4,2.56
627,217,536,5,63.05
628,217,39,3,92.07
629,217,409,1,84.94
630,218,368,3,24.87
631,218,700,4,32.45
632,218,353,3,16.06
633,219,561,2,85.66
634,219,664,3,53.82
635,219,330,2,30.58
636,219,411,1,31.29
637,219,357,4,75.66
638,220,272,3,43.78
639,220,498,3,95.93
640,221,17,5,50.61
641,221,115,5,55.99
642,221,195,2,69.56
643,222,96,5,66.32
644,222,93,3,34.02
645,223,407,1,73.63
646,223,137,3,97.07
647,223,395,3,44.25
648,224,252,5,99.27
649,225,507,2,98.33
650,226,232,2,29.68
651,226,451,1,48.33
652,227,425,2,84.79
653,227,570,5,57.55
654,227,565,4,70.67
655,227,582,3,26.36
656,228,374,5,95.81
657,228,241,2,82.74
658,228,328,2,57.9
659,229,520,4,10.48
660,230,234,4,83.66
661,230,357,4,49.71
662,230,661,4,99.58
663,230,568,1,55.9
664,230,230,1,47.66
665,231,66,3,71.89
666,231,699,5,89.65
667,232,613,4,76.44
668,233,406,4,69.72
669,233,221,3,56.99
670,234,417,3,97.09
671,234,148,1,35.83
672,234,553,1,7.1
673,234,698,1,73.04
674,234,601,2,60.15
675,235,186,4,33.18
676,235,31,1,57.4
677,236,418,3,31.12
678,236,391,2,87.91
679,236,486,4,26.05
680,236,142,2,98.56
681,237,348,4,52.39
682,238,621,1,5.91
683,239,98,-5,32.69
684,239,173,-3,90.51
685,239,2,5,6.94
686,240,194,5,53.52
687,240,652,3,68.32
688,241,615,5,44.07
689,241,384,2,81.44
690,242,32,1,31.17
691,242,638,3,68.3
692,242,40,5,90.02
693,242,551,4,15.53
694,243,346,4,66.87
695,243,466,1,36.57
696,243,675,2,49.08
697,243,562,4,5.86
698,243,399,4,90.97
699,244,102,3,56.3
700,244,533,5,75.69
701,244,94,2,13.55
702,244,680,2,62.63
703,244,671,4,8.24
704,245,504,1,48.41
705,246,314,5,18.81
706,246,510,1,58.75
707,246,295,5,64.09
708,246,57,1,4.72
709,247,395,5,82.54
710,247,193,4,52.4
711,247,361,2,68.11
712,248,220,1,18.57
713,249,328,2,57.11
714,249,75,-5,92.21
715,250,120,1,65.96
716,250,298,3,98.71
717,251,381,1,59.88
718,251,412,5,88.19
719,252,697,2,65.33
720,252,585,3,1.02
721,252,642,4,84.26
722,252,318,2,48.82
723,253,11,2,22.3
724,253,642,1,90.22
725,253,405,4,53.69
726,253,43,2,25.65
727,253,460,4,28.64
728,254,268,1,49.8
729,254,112,2,3.57
730,254,123,4,22.86
731,254,405,4,76.25
732,254,207,1,61.53
733,255,147,5,18.9
734,255,453,2,4.38
735,255,612,1,34.13
736,255,43,3,35.01
737,256,660,4,94.68
738,256,58,5,18.4
739,257,344,-4,44.05
740,257,674,2,28.78
741,258,147,3,68.48
742,258,561,4,1.75
743,259,330,1,10.38
744,259,380,-2,0.34
745,260,397,5,22.45
746,261,578,5,64.89
747,262,586,5,91.02
748,262,661,2,61.26
749,262,396,3,63.67
750,262,290,4,15.31
751,263,369,2,38.85
752,263,230,3,36.81
753,263,148,1,29.99
754,263,294,1,71.07
755,263,653,5,98.75
756,264,642,2,42.11
757,264,362,4,45.23
758,265,475,4,52.99
759,265,373,2,19.1
760,265,346,2,72.93
761,265,334,5,46.34
762,266,384,4,10.87
763,266,660,4,83.29
764,266,315,5,19.94
765,266,219,3,15.67
766,267,530,1,38.6
767,267,443,2,74.6
768,267,185,5,64.12
769,267,454,5,19.78
770,268,325,4,93.3
771,268,480,5,62.81
772,268,252,1,78.7
773,268,134,-1,92.02
774,269,340,1,90.18
775,270,155,3,36.29
776,270,219,3,82.83
777,271,347,1,15.98
778,271,180,2,11.84
779,271,297,5,56.17
780,271,311,4,28.12
781,272,117,2,9.71
782,272,680,1,38.09
783,273,489,3,58.49
784,273,175,2,1.99
785,273,21,4,56.68
786,273,601,3,88.65
787,274,182,2,67.74
788,275,114,2,32.07
789,275,685,1,98.36
790,276,17,2,25.27
791,276,637,5,52.04
792,276,605,1,90.58
793,276,428,1,70.05
794,277,460,1,99.51
795,277,444,4,33.29
796,277,346,1,97.82
797,278,11,2,38.0
798,278,588,1,27.03
799,278,20,4,80.31
800,278,310,4,34.21
801,278,390,3,55.24
802,279,289,1,91.33
803,279,274,5,2.3
804,279,86,2,10.7
805,279,461,1,6.5
806,280,243,3,61.75
807,280,90,2,96.56
808,280,78,4,33.09
809,280,10,1,5.62
810,280,14,2,74.61
811,281,191,1,9.16
812,282,239,4,52.93
813,282,216,4,70.82
814,282,52,4,18.61
815,282,82,3,59.18
816,283,454,2,7.96
817,284,270,5,18.93
818,284,148,1,7.58
819,285,330,2,83.6
820,285,234,3,50.67
821,286,224,3,53.06
822,286,437,3,16.13
823,286,257,1,34.42
824,287,635,4,76.44
825,288,13,5,91.45
826,288,691,5,6.59
827,288,91,3,31.91
828,288,327,3,48.04
829,289,308,2,17.06
830,289,501,3,88.0
831,289,321,3,84.65
832,289,560,4,89.91
833,290,157,1,78.83
834,290,146,4,63.22
835,290,395,4,43.44
836,290,430,2,94.6
837,291,98,4,27.09
838,291,17,-2,39.22
839,292,563,2,72.37
840,292,285,4,85.16
841,292,234,4,5.98
842,293,69,3,60.78
843,294,241,4,41.63
844,294,532,1,63.15
845,295,646,4,59.91
846,295,319,5,72.48
847,295,634,2,97.04
848,296,19,4,24.61
849,297,240,4,55.5
850,297,321,5,69.83
851,297,650,2,78.16
852,298,235,4,89.06
853,298,608,3,9.56
854,298,625,2,8.13
855,298,243,4,90.04
856,298,256,3,38.96
857,299,283,3,5.9
858,299,147,2,0.31
859,300,636,2,95.67
860,300,495,4,60.48
861,300,576,5,81.07
862,301,612,1,6.06
863,301,620,2,50.41
864,302,386,1,20.42
865,302,434,-3,65.16
866,303,81,4,55.53
867,303,378,5,31.41
868,303,477,3,19.78
869,303,152,5,16.29
870,304,331,1,32.65
871,304,18,4,31.53
872,305,564,3,32.66
873,305,27,1,32.4
874,305,644,5,51.17
875,305,445,2,92.69
876,306,156,5,71.39
877,306,105,1,97.23
878,307,84,1,54.51
879,307,423,5,78.97
880,307,352,2,8.95
881,308,460,1,86.87
882,308,163,2,64.48
883,309,25,1,75.85
884,309,54,2,13.77
885,309,659,3,75.6
886,309,231,-4,76.55
887,309,491,-4,71.47
888,310,564,5,22.95
889,310,70,-4,70.18
890,310,42,5,50.91
891,310,205,2,15.23
892,311,643,5,55.63
893,312,398,3,89.79
894,312,164,4,28.54
895,312,207,1,96.77
896,312,623,5,20.46
897,312,263,1,80.46
898,313,205,3,67.42
899,313,584,5,36.09
900,314,664,2,88.44
901,315,223,-3,82.96
902,315,524,3,94.68
903,315,25,4,45.79
904,316,617,5,79.5
905,316,170,2,10.73
906,316,504,1,61.93
907,316,492,1,93.02
908,317,456,2,36.8
909,317,391,2,74.18
910,317,582,3,41.75
911,318,305,1,30.21
912,319,468,1,93.2
913,319,210,-2,8.61
914,319,124,2,88.64
915,320,280,1,15.33
916,320,277,1,37.74
917,320,24,1,83.05
918,320,577,4,1.33
919,320,492,1,95.94
920,321,289,-3,27.2
921,321,491,2,44.8
922,321,208,1,4.41
923,322,446,3,59.8
924,322,573,4,54.46
925,322,501,3,37.13
926,322,238,5,32.07
927,322,49,3,58.02
928,323,479,2,75.17
929,323,356,4,40.78
930,323,300,4,25.32
931,324,341,4,53.92
932,324,368,2,34.35
933,325,614,5,74.48
934,325,350,5,81.63
935,326,406,4,99.05
936,326,84,5,10.38
937,327,261,5,16.47
938,328,343,1,83.65
939,328,501,3,39.5
940,329,225,1,64.39
941,329,591,2,89.52
942,329,360,2,89.32
943,329,418,5,49.52
944,330,314,2,30.29
945,331,555,1,19.1
946,331,654,1,12.11
947,332,697,1,95.1
948,332,74,4,66.16
949,333,612,3,37.49
950,334,439,4,59.33
951,334,635,4,50.0
952,334,604,3,70.06
953,335,552,5,94.91
954,335,101,4,38.0
955,335,433,4,8.68
956,335,602,3,8.3
957,336,466,4,24.14
958,337,36,4,41.06
959,337,331,1,59.34
960,337,318,1,44.44
961,337,566,5,27.47
962,338,398,5,51.67
963,338,549,2,29.34
964,338,670,2,60.11
965,338,50,4,15.48
966,338,260,1,48.62
967,339,397,2,4.39
968,340,229,5,22.87
969,340,349,4,94.8
970,341,104,2,74.04
971,342,577,-4,52.52
972,342,25,3,10.63
973,342,449,4,43.63
974,342,509,4,8.72
975,342,376,3,50.71
976,343,141,1,57.04
977,343,124,2,99.65
978,344,571,1,65.63
979,344,270,5,55.97
980,344,490,2,30.03
981,345,12,1,66.59
982,345,381,5,30.33
983,345,62,2,24.37
984,345,523,4,18.87
985,346,490,2,63.34
986,346,491,5,7.09
987,346,220,2,14.54
988,346,102,1,98.99
989,347,580,2,75.34
990,348,231,1,4.29
991,348,269,3,2.77
992,348,417,3,60.64
993,349,131,5,50.95
994,349,491,4,75.54
995,350,248,5,77.31
996,350,614,4,41.73
997,351,87,3,46.45
998,351,150,3,53.53
999,351,657,3,85.54
1000,351,41,4,38.61
1001,351,379,5,92.35
1002,352,614,3,48.97
1003,352,677,3,61.64
1004,352,588,1,26.82
1005,352,141,3,59.44
1006,352,481,2,90.58
1007,353,580,3,19.18
1008,353,196,3,41.15
1009,354,613,2,89.06
1010,354,435,2,68.83
1011,354,686,2,36.15
1012,355,567,5,72.46
1013,355,329,3,20.57
1014,355,210,3,64.75
1015,355,474,4,39.16
1016,355,596,3,45.91
1017,356,150,1,96.65
1018,356,261,5,0.33
1019,356,621,2,25.48
1020,357,466,5,19.92
1021,357,564,1,62.81
1022,357,598,4,47.64
1023,357,284,4,13.97
1024,358,371,1,7.03
1025,359,562,5,78.39
1026,360,210,-1,33.76
1027,360,41,5,28.42
1028,360,677,2,61.83
1029,360,581,5,92.79
1030,361,243,5,76.24
1031,361,156,2,82.51
1032,361,24,2,1.74
1033,362,94,5,26.97
1034,362,585,4,24.62
1035,363,227,2,91.76
1036,363,248,3,23.88
1037,363,471,3,86.09
1038,363,625,4,23.22
1039,364,419,4,73.92
1040,365,630,3,67.33
1041,365,390,4,52.39
1042,365,24,-3,50.76
1043,365,555,4,60.66
1044,366,148,4,40.4
1045,366,80,2,40.51
1046,366,616,2,89.85
1047,367,615,2,6.47
1048,367,481,1,34.52
1049,367,25,-4,43.63
1050,367,577,4,8.95
1051,368,357,3,25.99
1052,368,235,2,85.36
1053,368,276,5,81.01
1054,369,391,3,22.86
1055,370,95,5,7.93
1056,370,631,3,29.32
1057,371,286,3,6.68
1058,371,191,1,57.26
1059,371,235,2,47.02
1060,371,420,4,23.62
1061,372,618,1,26.9
1062,372,79,2,77.91
1063,373,378,2,32.55
1064,373,184,2,51.32
1065,373,157,1,89.48
1066,373,547,4,4.83
1067,373,192,2,24.19
1068,374,377,4,10.99
1069,374,588,2,60.6
1070,374,286,1,37.74
1071,374,474,1,52.89
1072,374,252,4,39.5
1073,375,414,3,57.75
1074,375,538,4,52.35
1075,375,478,4,85.79
1076,375,663,2,20.69
1077,375,533,5,84.19
1078,376,619,4,29.95
1079,377,323,4,1.6
1080,378,654,2,30.2
1081,378,151,2,90.05
1082,378,461,4,39.92
1083,378,605,4,20.47
1084,379,426,2,89.7
1085,379,53,1,5.31
1086,380,396,5,82.11
1087,380,670,5,93.4
1088,380,444,4,33.15
1089,380,80,3,16.59
1090,381,150,5,2.47
1091,382,646,-3,40.34
1092,382,534,5,62.18
1093,383,377,5,43.84
1094,383,53,4,51.4
1095,383,530,5,56.64
1096,384,158,4,71.43
1097,385,148,1,27.58
1098,385,146,2,30.29
1099,385,202,2,56.93
1100,386,156,3,21.06
1101,386,438,1,3.75
1102,386,561,4,21.91
1103,386,582,2,49.35
1104,387,686,4,34.27
1105,388,481,5,90.13
1106,388,265,3,32.65
1107,388,591,2,83.54
1108,389,533,2,43.39
1109,389,699,3,50.88
1110,389,286,4,99.13
1111,389,609,1,30.03
1112,389,252,3,14.8
1113,390,225,4,92.61
1114,390,255,5,41.26
1115,391,430,1,62.31
1116,391,581,1,92.61
1117,391,340,1,81.51
1118,391,307,2,97.84
1119,392,380,2,99.78
1120,392,122,4,40.53
1121,392,316,2,61.06
1122,393,345,5,37.68
1123,393,164,1,8.23
1124,394,154,5,89.66
1125,395,53,4,13.35
1126,395,3,3,91.81
1127,396,683,1,30.98
1128,396,586,1,58.29
1129,396,90,1,82.14
1130,397,175,4,59.34
1131,397,401,5,7.17
1132,398,292,3,77.61
1133,398,142,5,60.65
1134,398,67,3,85.22
1135,398,474,2,81.03
1136,398,621,3,30.64
1137,399,429,3,46.13
1138,399,241,2,5.87
1139,399,317,1,99.82
1140,399,683,2,7.34
1141,400,328,4,12.26
1142,400,594,5,30.25
1143,400,245,2,65.62
1144,401,161,3,3.14
1145,401,401,3,81.25
1146,401,197,4,39.75
1147,402,461,4,95.81
